Model year;Make;Model;Vehicle class;Transmission;Fuel type;CO2 emissions (g/km);CO2 rating;Smog rating
2012;Mitsubishi;i-MiEV;Subcompact;A1;B;0;n/a;n/a
2012;Nissan;LEAF;Mid-size;A1;B;0;n/a;n/a
2013;Ford;Focus Electric;Compact;A1;B;0;n/a;n/a
2013;Mitsubishi;i-MiEV;Subcompact;A1;B;0;n/a;n/a
2013;Nissan;LEAF;Mid-size;A1;B;0;n/a;n/a
2013;smart;fortwo electric drive cabriolet;Two-seater;A1;B;0;n/a;n/a
2013;smart;fortwo electric drive coupe;Two-seater;A1;B;0;n/a;n/a
2013;Tesla;Model S (40 kWh);Full-size;A1;B;0;n/a;n/a
2013;Tesla;Model S (60 kWh);Full-size;A1;B;0;n/a;n/a
2013;Tesla;Model S (85 kWh);Full-size;A1;B;0;n/a;n/a
2013;Tesla;Model S Performance;Full-size;A1;B;0;n/a;n/a
2014;Chevrolet;Spark EV;Subcompact;A1;B;0;n/a;n/a
2014;Ford;Focus Electric;Compact;A1;B;0;n/a;n/a
2014;Mitsubishi;i-MiEV;Subcompact;A1;B;0;n/a;n/a
2014;Nissan;LEAF;Mid-size;A1;B;0;n/a;n/a
2014;smart;fortwo electric drive cabriolet;Two-seater;A1;B;0;n/a;n/a
2014;smart;fortwo electric drive coupe;Two-seater;A1;B;0;n/a;n/a
2014;Tesla;Model S (60 kWh);Full-size;A1;B;0;n/a;n/a
2014;Tesla;Model S (85 kWh);Full-size;A1;B;0;n/a;n/a
2014;Tesla;Model S Performance;Full-size;A1;B;0;n/a;n/a
2015;BMW;i3;Subcompact;A1;B;0;n/a;n/a
2015;Chevrolet;Spark EV;Subcompact;A1;B;0;n/a;n/a
2015;Ford;Focus Electric;Compact;A1;B;0;n/a;n/a
2015;Kia;Soul EV;Station wagon: Small;A1;B;0;n/a;n/a
2015;Mitsubishi;i-MiEV;Subcompact;A1;B;0;n/a;n/a
2015;Nissan;LEAF;Mid-size;A1;B;0;n/a;n/a
2015;smart;fortwo electric drive cabriolet;Two-seater;A1;B;0;n/a;n/a
2015;smart;fortwo electric drive coupe;Two-seater;A1;B;0;n/a;n/a
2015;Tesla;Model S (60 kWh);Full-size;A1;B;0;n/a;n/a
2015;Tesla;Model S (70 kWh);Full-size;A1;B;0;n/a;n/a
2015;Tesla;Model S (85/90 kWh);Full-size;A1;B;0;n/a;n/a
2015;Tesla;Model S 70D;Full-size;A1;B;0;n/a;n/a
2015;Tesla;Model S 85D/90D;Full-size;A1;B;0;n/a;n/a
2015;Tesla;Model S P85D/P90D;Full-size;A1;B;0;n/a;n/a
2016;BMW;i3;Subcompact;A1;B;0;10;n/a
2016;Chevrolet;Spark EV;Subcompact;A1;B;0;10;n/a
2016;Ford;Focus Electric;Compact;A1;B;0;10;n/a
2016;Kia;Soul EV;Station wagon: Small;A1;B;0;10;n/a
2016;Mitsubishi;i-MiEV;Subcompact;A1;B;0;10;n/a
2016;Nissan;LEAF (24 kWh);Mid-size;A1;B;0;10;n/a
2016;Nissan;LEAF (30 kWh);Mid-size;A1;B;0;10;n/a
2016;smart;fortwo electric drive cabriolet;Two-seater;A1;B;0;10;n/a
2016;smart;fortwo electric drive coupe;Two-seater;A1;B;0;10;n/a
2016;Tesla;Model S (60 kWh pre- 6/16);Full-size;A1;B;0;10;n/a
2016;Tesla;Model S (60 kWh);Full-size;A1;B;0;10;n/a
2016;Tesla;Model S (70 kWh);Full-size;A1;B;0;10;n/a
2016;Tesla;Model S (75 kWh);Full-size;A1;B;0;10;n/a
2016;Tesla;Model S (85/90 kWh);Full-size;A1;B;0;10;n/a
2016;Tesla;Model S 60D;Full-size;A1;B;0;10;n/a
2016;Tesla;Model S 70D;Full-size;A1;B;0;10;n/a
2016;Tesla;Model S 75D;Full-size;A1;B;0;10;n/a
2016;Tesla;Model S 85D/90D;Full-size;A1;B;0;10;n/a
2016;Tesla;Model S 90D (Refresh);Full-size;A1;B;0;10;n/a
2016;Tesla;Model S P85D/P90D;Full-size;A1;B;0;10;n/a
2016;Tesla;Model S P90D (Refresh);Full-size;A1;B;0;10;n/a
2016;Tesla;Model S P100D;Full-size;A1;B;0;10;n/a
2016;Tesla ;Model X 60D;Sport utility vehicle: Standard;A1;B;0;10;n/a
2016;Tesla;Model X 75D;Sport utility vehicle: Standard;A1;B;0;10;n/a
2016;Tesla;Model X 90D;Sport utility vehicle: Standard;A1;B;0;10;n/a
2016;Tesla;Model X P90D;Sport utility vehicle: Standard;A1;B;0;10;n/a
2016;Tesla;Model X P100D;Sport utility vehicle: Standard;A1;B;0;10;n/a
2017;BMW;i3 (60 Ah);Subcompact;A1;B;0;10;10
2017;BMW;i3 (94 Ah);Subcompact;A1;B;0;10;10
2017;Chevrolet;Bolt EV;Station wagon: Small;A1;B;0;10;10
2017;Ford;Focus Electric;Compact;A1;B;0;10;10
2017;Hyundai;IONIQ Electric;Mid-size;A1;B;0;10;10
2017;Kia;Soul EV;Station wagon: Small;A1;B;0;10;10
2017;Mitsubishi;i-MiEV;Subcompact;A1;B;0;10;10
2017;Nissan;LEAF;Mid-size;A1;B;0;10;10
2017;Tesla;Model S (60 kWh);Full-size;A1;B;0;10;10
2017;Tesla;Model S (75 kWh);Full-size;A1;B;0;10;10
2017;Tesla;Model S 60D;Full-size;A1;B;0;10;10
2017;Tesla;Model S 75D;Full-size;A1;B;0;10;10
2017;Tesla;Model S 90D;Full-size;A1;B;0;10;10
2017;Tesla;Model S 100D;Full-size;A1;B;0;10;10
2017;Tesla;Model S P90D;Full-size;A1;B;0;10;10
2017;Tesla ;Model S P100D;Full-size;A1;B;0;10;10
2017;Tesla ;Model X 60D;Sport utility vehicle: Standard;A1;B;0;10;10
2017;Tesla ;Model X 75D;Sport utility vehicle: Standard;A1;B;0;10;10
2017;Tesla ;Model X 90D;Sport utility vehicle: Standard;A1;B;0;10;10
2017;Tesla ;Model X 100D;Sport utility vehicle: Standard;A1;B;0;10;10
2017;Tesla ;Model X P90D;Sport utility vehicle: Standard;A1;B;0;10;10
2017;Tesla ;Model X P100D;Sport utility vehicle: Standard;A1;B;0;10;10
2017;Volkswagen;e-Golf;Compact;A1;B;0;10;10
2018;BMW;i3;Subcompact;A1;B;0;10;10
2018;BMW;i3s;Subcompact;A1;B;0;10;10
2018;Chevrolet;Bolt EV;Station wagon: Small;A1;B;0;10;10
2018;Ford;Focus Electric;Compact;A1;B;0;10;10
2018;Hyundai;IONIQ Electric;Mid-size;A1;B;0;10;10
2018;Kia;Soul EV;Station wagon: Small;A1;B;0;10;10
2018;Nissan;LEAF;Mid-size;A1;B;0;10;10
2018;smart;fortwo electric drive cabriolet;Two-seater;A1;B;0;10;10
2018;smart;fortwo electric drive coupe;Two-seater;A1;B;0;10;10
2018;Tesla;Model 3 Mid Range;Mid-size;A1;B;0;10;10
2018;Tesla;Model 3 Long Range;Mid-size;A1;B;0;10;10
2018;Tesla;Model 3 Long Range AWD;Mid-size;A1;B;0;10;10
2018;Tesla;Model 3 Long Range AWD Performance;Mid-size;A1;B;0;10;10
2018;Tesla;Model S (75 kWh);Full-size;A1;B;0;10;10
2018;Tesla;Model S 75D;Full-size;A1;B;0;10;10
2018;Tesla;Model S 100D;Full-size;A1;B;0;10;10
2018;Tesla;Model S P100D;Full-size;A1;B;0;10;10
2018;Tesla;Model X 75D;Sport utility vehicle: Standard;A1;B;0;10;10
2018;Tesla;Model X 100D;Sport utility vehicle: Standard;A1;B;0;10;10
2018;Tesla;Model X P100D;Sport utility vehicle: Standard;A1;B;0;10;10
2018;Volkswagen;e-Golf;Compact;A1;B;0;10;10
2019;Audi;e-tron 55 quattro;Sport utility vehicle: Standard;A1;B;0;10;10
2019;BMW;i3 (120 Ah);Subcompact;A1;B;0;10;10
2019;BMW;i3s (120 Ah);Subcompact;A1;B;0;10;10
2019;Chevrolet;Bolt EV;Station wagon: Small;A1;B;0;10;10
2019;Hyundai;IONIQ Electric;Mid-size;A1;B;0;10;10
2019;Hyundai;Kona Electric;Sport utility vehicle: Small;A1;B;0;10;10
2019;Jaguar;I-PACE;Sport utility vehicle: Small;A1;B;0;10;10
2019;Kia;Niro EV;Station wagon: Small;A1;B;0;10;10
2019;Kia;Soul EV;Station wagon: Small;A1;B;0;10;10
2019;Nissan;LEAF (40 kWh);Mid-size;A1;B;0;10;10
2019;Nissan;LEAF S PLUS;Mid-size;A1;B;0;10;10
2019;Nissan;LEAF SV/SL PLUS;Mid-size;A1;B;0;10;10
2019;smart EQ;fortwo cabriolet;Two-seater;A1;B;0;10;10
2019;smart EQ;fortwo coupe;Two-seater;A1;B;0;10;10
2019;Tesla;Model 3 Standard Range;Mid-size;A1;B;0;10;10
2019;Tesla;Model 3 Standard Range Plus;Mid-size;A1;B;0;10;10
2019;Tesla;Model 3 Mid Range;Mid-size;A1;B;0;10;10
2019;Tesla;Model 3 Long Range;Mid-size;A1;B;0;10;10
2019;Tesla;Model 3 Long Range AWD;Mid-size;A1;B;0;10;10
2019;Tesla;Model 3 Long Range AWD Performance;Mid-size;A1;B;0;10;10
2019;Tesla;Model S 75D;Full-size;A1;B;0;10;10
2019;Tesla;Model S 100D;Full-size;A1;B;0;10;10
2019;Tesla;Model S P100D;Full-size;A1;B;0;10;10
2019;Tesla;Model S Standard Range;Full-size;A1;B;0;10;10
2019;Tesla;Model S Long Range;Full-size;A1;B;0;10;10
2019;Tesla;"Model S Performance (19"" Wheels)";Full-size;A1;B;0;10;10
2019;Tesla;"Model S Performance (21"" Wheels)";Full-size;A1;B;0;10;10
2019;Tesla;Model X 75D;Sport utility vehicle: Standard;A1;B;0;10;10
2019;Tesla;Model X 100D;Sport utility vehicle: Standard;A1;B;0;10;10
2019;Tesla;Model X P100D;Sport utility vehicle: Standard;A1;B;0;10;10
2019;Tesla;Model X Standard Range;Sport utility vehicle: Standard;A1;B;0;10;10
2019;Tesla;Model X Long Range;Sport utility vehicle: Standard;A1;B;0;10;10
2019;Tesla;"Model X Performance (20"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2019;Tesla;"Model X Performance (22"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2019;Volkswagen;e-Golf;Compact;A1;B;0;10;10
2020;Audi;e-tron Sportback 55 quattro;Sport utility vehicle: Standard;A1;B;0;10;10
2020;BMW;i3 (120 Ah);Subcompact;A1;B;0;10;10
2020;BMW;i3s (120 Ah);Subcompact;A1;B;0;10;10
2020;Chevrolet;Bolt EV;Station wagon: Small;A1;B;0;10;10
2020;Hyundai;IONIQ Electric;Mid-size;A1;B;0;10;10
2020;Hyundai;Kona Electric;Sport utility vehicle: Small;A1;B;0;10;10
2020;Jaguar;I-PACE;Sport utility vehicle: Small;A1;B;0;10;10
2020;Kia;Niro EV;Station wagon: Small;A1;B;0;10;10
2020;Kia;Soul EV (120 Ah);Station wagon: Small;A1;B;0;10;10
2020;Kia;Soul EV (180 Ah);Station wagon: Small;A1;B;0;10;10
2020;MINI;Cooper SE 3 Door;Subcompact;A1;B;0;10;10
2020;Nissan;LEAF (40 kWh);Mid-size;A1;B;0;10;10
2020;Nissan;LEAF S PLUS;Mid-size;A1;B;0;10;10
2020;Nissan;LEAF SV/SL PLUS;Mid-size;A1;B;0;10;10
2020;Porsche;Taycan 4S (Performance Battery Plus);Compact;A2;B;0;10;10
2020;Porsche;Taycan Turbo;Compact;A2;B;0;10;10
2020;Porsche;Taycan Turbo S;Compact;A2;B;0;10;10
2020;Tesla;Model 3 Standard Range;Mid-size;A1;B;0;10;10
2020;Tesla;Model 3 Standard Range Plus;Mid-size;A1;B;0;10;10
2020;Tesla;Model 3 Mid Range;Mid-size;A1;B;0;10;10
2020;Tesla;Model 3 Long Range;Mid-size;A1;B;0;10;10
2020;Tesla;Model 3 Long Range AWD;Mid-size;A1;B;0;10;10
2020;Tesla;"Model 3 Long Range AWD Performance (18"" Wheels)";Mid-size;A1;B;0;10;10
2020;Tesla;"Model 3 Long Range AWD Performance (19"" Wheels)";Mid-size;A1;B;0;10;10
2020;Tesla;"Model 3 Long Range AWD Performance (20"" Wheels)";Mid-size;A1;B;0;10;10
2020;Tesla;Model S Standard Range;Full-size;A1;B;0;10;10
2020;Tesla;Model S Long Range;Full-size;A1;B;0;10;10
2020;Tesla;Model S Long Range Plus (pre-15/6/20);Full-size;A1;B;0;10;10
2020;Tesla;Model S Long Range Plus;Full-size;A1;B;0;10;10
2020;Tesla;"Model S Performance (19"" Wheels)";Full-size;A1;B;0;10;10
2020;Tesla;"Model S Performance (21"" Wheels)";Full-size;A1;B;0;10;10
2020;Tesla;Model X Standard Range;Sport utility vehicle: Standard;A1;B;0;10;10
2020;Tesla;Model X Long Range;Sport utility vehicle: Standard;A1;B;0;10;10
2020;Tesla;Model X Long Range Plus;Sport utility vehicle: Standard;A1;B;0;10;10
2020;Tesla;"Model X Performance (20"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2020;Tesla;"Model X Performance (22"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2020;Tesla;Model Y Long Range AWD;Sport utility vehicle: Small;A1;B;0;10;10
2020;Tesla;Model Y Performance;Sport utility vehicle: Small;A1;B;0;10;10
2020;Tesla;"Model Y Performance (21"" Wheels)";Sport utility vehicle: Small;A1;B;0;10;10
2020;Volkswagen;e-Golf;Compact;A1;B;0;10;10
2021;Audi;e-tron 55 quattro;Sport utility vehicle: Standard;A1;B;0;10;10
2021;Audi;e-tron Sportback 55 quattro;Sport utility vehicle: Standard;A1;B;0;10;10
2021;BMW;i3 (120 Ah);Subcompact;A1;B;0;10;10
2021;BMW;i3s (120 Ah);Subcompact;A1;B;0;10;10
2021;Chevrolet;Bolt EV;Station wagon: Small;A1;B;0;10;10
2021;Ford;Mustang Mach-E Standard Range;Station wagon: Small;A1;B;0;10;10
2021;Ford;Mustang Mach-E Standard Range AWD;Station wagon: Small;A1;B;0;10;10
2021;Ford;"Mustang Mach-E Extended Range (19"" Wheels)";Station wagon: Small;A1;B;0;10;10
2021;Ford;Mustang Mach-E Extended Range AWD;Station wagon: Small;A1;B;0;10;10
2021;Ford;Mustang Mach-E California Route 1;Station wagon: Small;A1;B;0;10;10
2021;Ford;Mustang Mach-E GT Performance Edition;Station wagon: Small;A1;B;0;10;10
2021;Hyundai;IONIQ Electric;Mid-size;A1;B;0;10;10
2021;Hyundai;Kona Electric;Sport utility vehicle: Small;A1;B;0;10;10
2021;Kia;Niro EV;Station wagon: Small;A1;B;0;10;10
2021;Kia;Soul EV (120 Ah);Station wagon: Small;A1;B;0;10;10
2021;Kia;Soul EV (180 Ah);Station wagon: Small;A1;B;0;10;10
2021;MINI;Cooper SE 3 Door;Subcompact;A1;B;0;10;10
2021;Nissan;LEAF (40 kWh);Mid-size;A1;B;0;10;10
2021;Nissan;LEAF S PLUS;Mid-size;A1;B;0;10;10
2021;Nissan;LEAF SV/SL PLUS;Mid-size;A1;B;0;10;10
2021;Polestar;2;Mid-size;A1;B;0;10;10
2021;Porsche;Taycan 4 Cross Turismo;Mid-size;A2;B;0;10;10
2021;Porsche;Taycan 4S (Performance Battery);Compact;A2;B;0;10;10
2021;Porsche;Taycan 4S (Performance Battery Plus);Compact;A2;B;0;10;10
2021;Porsche;Taycan 4S Cross Turismo;Mid-size;A2;B;0;10;10
2021;Porsche;Taycan Turbo;Compact;A2;B;0;10;10
2021;Porsche;Taycan Turbo Cross Turismo;Mid-size;A2;B;0;10;10
2021;Porsche;Taycan Turbo S;Compact;A2;B;0;10;10
2021;Porsche;Taycan Turbo S Cross Turismo;Mid-size;A2;B;0;10;10
2021;Tesla;Model 3 Standard Range;Mid-size;A1;B;0;10;10
2021;Tesla;Model 3 Standard Range Plus;Mid-size;A1;B;0;10;10
2021;Tesla;Model 3 Long Range AWD;Mid-size;A1;B;0;10;10
2021;Tesla;Model 3 Performance;Mid-size;A1;B;0;10;10
2021;Tesla;Model S Long Range;Full-size;A1;B;0;10;10
2021;Tesla;Model S Long Range Plus;Full-size;A1;B;0;10;10
2021;Tesla;"Model S Performance (19"" Wheels)";Full-size;A1;B;0;10;10
2021;Tesla;"Model S Performance (21"" Wheels)";Full-size;A1;B;0;10;10
2021;Tesla;"Model S Plaid (19"" Wheels)";Full-size;A1;B;0;10;10
2021;Tesla;"Model S Plaid (21"" Wheels)";Full-size;A1;B;0;10;10
2021;Tesla;Model X Long Range;Sport utility vehicle: Standard;A1;B;0;10;10
2021;Tesla;Model X Long Range Plus;Sport utility vehicle: Standard;A1;B;0;10;10
2021;Tesla;"Model X Performance (20"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2021;Tesla;"Model X Performance (22"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2021;Tesla;Model Y Standard Range;Sport utility vehicle: Small;A1;B;0;10;10
2021;Tesla;Model Y Long Range AWD;Sport utility vehicle: Small;A1;B;0;10;10
2021;Tesla;Model Y Performance;Sport utility vehicle: Small;A1;B;0;10;10
2021;Volkswagen;ID.4 Pro;Sport utility vehicle: Small;A1;B;0;10;10
2021;Volkswagen;ID.4 AWD Pro;Sport utility vehicle: Small;A1;B;0;10;10
2021;Volvo;XC40 Recharge;Sport utility vehicle: Small;A1;B;0;10;10
2022;Audi;e-tron 55 quattro;Sport utility vehicle: Standard;A1;B;0;10;10
2022;Audi;e-tron Sportback 55 quattro;Sport utility vehicle: Standard;A1;B;0;10;10
2022;Audi;"e-tron S Sportback quattro (20"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2022;Audi;"e-tron S Sportback quattro (21"" or 22"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2022;Audi;e-tron GT;Compact;A2;B;0;10;10
2022;Audi;RS e-tron GT;Compact;A2;B;0;10;10
2022;Audi;Q4 50 e-tron quattro;Sport utility vehicle: Small;A1;B;0;10;10
2022;Audi;Q4 50 e-tron Sportback quattro;Sport utility vehicle: Small;A1;B;0;10;10
2022;BMW;"i4 eDrive40 (18"" Wheels)";Subcompact;A1;B;0;10;10
2022;BMW;"i4 eDrive40 (19"" Wheels)";Subcompact;A1;B;0;10;10
2022;BMW;"i4 M50 xDrive (19"" Wheels)";Subcompact;A1;B;0;10;10
2022;BMW;"i4 M50 xDrive (20"" Wheels)";Subcompact;A1;B;0;10;10
2022;BMW;"iX xDrive50 (20"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2022;BMW;"iX xDrive50 (21"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2022;BMW;"iX xDrive50 (22"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2022;Chevrolet;Bolt EUV;Station wagon: Small;A1;B;0;10;10
2022;Chevrolet;Bolt EV;Station wagon: Small;A1;B;0;10;10
2022;Ford;F-150 Lightning Standard Range;Pickup truck: Standard;A1;B;0;10;10
2022;Ford;F-150 Lightning Extended Range;Pickup truck: Standard;A1;B;0;10;10
